algorithm1,algorithm2,label
F03_Factorial/A09_F03_O_A08_ArrayAccess,F03_Factorial/A15_F03_O_A14_Ternary,1
F19_RemoveDuplicates/A09_F19_O_A05_Ternary,F19_RemoveDuplicates/A11_F19_O_A01_DoubleNegation,1
F19_RemoveDuplicates/A16_F19_O_A06_Opaque,F48_RLEEncode/A03_F48_S_PointerArithmetic,0
F05_Sqrt/A18_F05_O_A01_DoubleVar,F05_Sqrt/A21_F05_O_A04_JumpTable,1
F01_Sum/A03_F01_O_A01_Goto,F01_Sum/A13_F01_S_TailRecursive,1
F14_ArrayReverse/A07_F14_S_DivideConquer,F14_ArrayReverse/A12_F14_O_A06_Arithmetic,1
F44_ByteSwap/A05_F44_S_Divide_Conquer,F44_ByteSwap/A19_F44_S_DuoPointer,1
F12_BubbleSort/A21_F12_O_A06_Unrolled,F33_LCP/A21_F33_O_A04_LogicTernary,0
F20_SelectionSort/A18_F20_O_A02_PtrOffset,F32_StrCompress/A04_F32_S_BufferWrite,0
F05_Sqrt/A17_F05_O_A16_XORTable,F19_RemoveDuplicates/A14_F19_O_A01_MathIdent,0
F13_QuickSort/A19_F13_O_A03_PtrOffset,F50_IntToRoman/A16_F50_O_A03_TailRec,0
F04_Fibonacci/A03_F04_S_BinetFormula,F31_WordCount/A17_F31_O_A02_DoubleBuffer,0
F26_StrLen/A01_F26_S_Standard,F26_StrLen/A14_F26_O_A04_DivideConquer,1
F17_ArrayRotate/A21_F17_O_A01_Recursion,F48_RLEEncode/A05_F48_S_TwoIndexLookahead,0
F38_ReverseWords/A16_F38_O_A05_DeadLoop,F38_ReverseWords/A17_F38_O_A03_LogicSplit,1
F43_IsPowerOfTwo/A15_F43_O_A02_WhileToFor,F38_ReverseWords/A04_F38_S_BackScan,0
F13_QuickSort/A04_F13_S_TailRecursive,F13_QuickSort/A12_F13_O_A03_LogicWrap,1
F45_GrayCode/A04_F45_S_Math,F14_ArrayReverse/A02_F14_S_Recursive,0
F46_Base64Encode/A17_F46_O_A06_LogicInvert,F25_ArrayAverage/A11_F25_O_A01_DoubleNeg,0
F40_HexToInt/A11_F40_O_A01_VarSplit,F40_HexToInt/A18_F40_O_A01_DoubleNeg,1
F50_IntToRoman/A03_F50_S_Recursive_Decomposition,F50_IntToRoman/A14_F50_O_A07_Intertwined,1
F27_StrCmp/A06_F27_S_WaitPass,F13_QuickSort/A17_F13_O_A01_DummyLoop,0
F24_ArraySum/A04_F24_S_DivideAndConquer,F24_ArraySum/A16_F24_O_A01_Opaque,1
F32_StrCompress/A11_F32_O_A02_Goto,F32_StrCompress/A18_F32_O_A03_TailRec,1
F37_TrimSpace/A14_F37_O_A02_StaticBuf,F37_TrimSpace/A18_F37_O_A03_TailRec,1
F20_SelectionSort/A01_F20_S_StandardIndex,F50_IntToRoman/A16_F50_O_A03_TailRec,0
F25_ArrayAverage/A18_F25_O_A01_PtrOffset,F23_LinearSearch/A16_F23_O_A03_DuffDevice,0
F22_InsertionSort/A05_F22_S_ForLoopShift,F22_InsertionSort/A20_F22_O_A02_VarSplit,1
F46_Base64Encode/A02_F46_S_Recursive,F46_Base64Encode/A08_F46_O_A04_CFP,1
F49_CaesarCipher/A03_F49_S_Recursive,F49_CaesarCipher/A19_F49_O_A04_ArrayPtrAccess,1
F40_HexToInt/A08_F40_O_A01_Flattening,F40_HexToInt/A17_F40_O_A04_RecursiveJump,1
F48_RLEEncode/A01_F48_S_ClassicIterative,F48_RLEEncode/A03_F48_S_PointerArithmetic,1
F26_StrLen/A10_F26_S_BitwiseCheck,F26_StrLen/A19_F26_O_A07_DoubleGoto,1
F21_ShellSort/A15_F21_O_A02_MathWrap,F21_ShellSort/A17_F21_O_A03_LogicInvert,1
F50_IntToRoman/A09_F50_S_Struct_Map,F50_IntToRoman/A15_F50_S_Two_Pointer_Scan,1
F34_CharFrequency/A01_F34_S_NaiveIter,F34_CharFrequency/A14_F34_O_A03_TernaryRec,1
F26_StrLen/A10_F26_S_BitwiseCheck,F27_StrCmp/A03_F27_S_Recursive,0
F33_LCP/A11_F33_O_A05_Bitwise,F38_ReverseWords/A08_F38_O_A04_Flattening,0
F01_Sum/A21_F01_O_A20_Encrypted,F29_AnagramCheck/A21_F29_O_A05_SwitchXor,0
F12_BubbleSort/A02_F12_O_A01_Flat,F04_Fibonacci/A01_F04_S_Iterative,0
F48_RLEEncode/A02_F48_S_Recursive,F48_RLEEncode/A07_F48_O_A01_Goto,1
F31_WordCount/A05_F31_S_Recursive,F31_WordCount/A16_F31_O_A04_Redundant,1
F50_IntToRoman/A01_F50_S_Greedy_Arrays,F50_IntToRoman/A03_F50_S_Recursive_Decomposition,1
F40_HexToInt/A10_F40_O_A01_Goto,F40_HexToInt/A19_F40_O_A02_StepObf,1
F26_StrLen/A06_F26_S_Block4,F26_StrLen/A19_F26_O_A07_DoubleGoto,1
F04_Fibonacci/A13_F04_O_A05_LoopUnrolling,F23_LinearSearch/A13_F23_O_A05_MathIdentity,0
F36_CaseToggle/A07_F36_S_MaskAndValidation,F36_CaseToggle/A20_F36_O_A02_WhileTrue,1
F47_XorCipher/A05_F47_S_Block,F47_XorCipher/A13_F47_O_A03_PtrLogic,1
F27_StrCmp/A01_F27_S_Standard,F27_StrCmp/A14_F27_O_A02_JunkLoop,1
F05_Sqrt/A10_F05_S_Linear,F19_RemoveDuplicates/A07_F19_O_A01_Goto,0
F19_RemoveDuplicates/A20_F19_O_A04_IncrConfusion,F48_RLEEncode/A14_F48_O_A01_Unroll,0
F30_SubStrFind/A01_F30_S_NaiveIter,F30_SubStrFind/A21_F30_O_A08_DoubleCheck,1
F22_InsertionSort/A17_F22_O_A01_WhileTrue,F39_TitleCase/A19_F39_O_A01_NestedState,0
F31_WordCount/A10_F31_O_A03_Opaque,F31_WordCount/A14_F31_O_A01_FakeLoop,1
F10_Log2/A17_F10_O_A01_LogicWrap,F32_StrCompress/A15_F32_O_A07_WhileTrue,0
F01_Sum/A08_F01_O_A07_Bitshift,F01_Sum/A15_F01_O_A13_SplitVar,1
F27_StrCmp/A18_F27_O_A01_BreakLogic,F28_IsPalindrome/A09_F28_O_A02_FakeControl,0
F44_ByteSwap/A02_F44_S_Union_Mapping,F44_ByteSwap/A12_F44_O_A09_Arithmetic,1
F04_Fibonacci/A09_F04_O_A01_OpaquePredicate,F04_Fibonacci/A13_F04_O_A05_LoopUnrolling,1
F27_StrCmp/A11_F27_O_A01_Opaque,F22_InsertionSort/A14_F22_O_A01_DummyLoop,0
F40_HexToInt/A09_F40_O_A02_Opaque,F19_RemoveDuplicates/A07_F19_O_A01_Goto,0
F32_StrCompress/A03_F32_S_Recursive,F32_StrCompress/A13_F32_O_A05_Bitwise,1
F04_Fibonacci/A10_F04_O_A02_TernaryRecursive,F45_GrayCode/A04_F45_S_Math,0
F22_InsertionSort/A06_F22_S_SwapBased,F01_Sum/A11_F01_O_A10_Redundant,0
F20_SelectionSort/A01_F20_S_StandardIndex,F43_IsPowerOfTwo/A14_F43_O_A03_Arithmetic,0
F44_ByteSwap/A06_F44_O_A03_Goto,F44_ByteSwap/A10_F44_O_A02_Opaque,1
F32_StrCompress/A20_F32_O_A06_PtrCopy,F19_RemoveDuplicates/A07_F19_O_A01_Goto,0
F42_HammingDistance/A13_F42_O_A02_Junk,F42_HammingDistance/A20_F42_O_A01_Identity,1
F14_ArrayReverse/A17_F14_O_A03_Inline,F48_RLEEncode/A19_F48_O_A01_IncrConfusion,0
F42_HammingDistance/A16_F42_O_A01_Logic,F28_IsPalindrome/A07_F28_O_A01_Goto,0
F48_RLEEncode/A08_F48_O_A01_CFP_Switch,F48_RLEEncode/A17_F48_O_A05_Bitwise,1
F01_Sum/A16_F01_S_Bitwise_Add,F45_GrayCode/A12_F45_O_A04_Logic,0
F44_ByteSwap/A21_F44_S_Shift_Accumulate,F49_CaesarCipher/A08_F49_O_A02_GotoChain,0
F10_Log2/A13_F10_O_A06_Bitwise,F10_Log2/A18_F10_O_A06_JumpTable,1
F20_SelectionSort/A07_F20_O_A01_Goto,F01_Sum/A12_F01_O_A10_DoWhile,0
F29_AnagramCheck/A04_F29_S_RecursiveCompare,F29_AnagramCheck/A08_F29_S_StdLibBsearch,1
F31_WordCount/A14_F31_O_A01_FakeLoop,F31_WordCount/A20_F31_O_A04_NestedWhile,1
F40_HexToInt/A11_F40_O_A01_VarSplit,F01_Sum/A21_F01_O_A20_Encrypted,0
F25_ArrayAverage/A01_F25_S_ClassicDouble,F25_ArrayAverage/A10_F25_O_A01_MathLogic,1
F24_ArraySum/A19_F24_O_A01_JumpTable,F11_BinarySearch/A02_F11_S_Recursive,0
F14_ArrayReverse/A09_F14_O_A01_Flattening,F28_IsPalindrome/A13_F28_O_A06_PointerObf,0
F12_BubbleSort/A07_F12_O_A06_Opaque,F31_WordCount/A20_F31_O_A04_NestedWhile,0
F21_ShellSort/A17_F21_O_A03_LogicInvert,F38_ReverseWords/A09_F38_O_A05_Opaque,0
F37_TrimSpace/A17_F37_O_A05_PtrOffset,F37_TrimSpace/A21_F37_O_A01_ArithmeticShift,1
F30_SubStrFind/A20_F30_O_A07_WhileTrue,F39_TitleCase/A12_F39_O_A05_VarSplit,0
F39_TitleCase/A21_F39_O_A07_BufferShuffle,F43_IsPowerOfTwo/A11_F43_O_A03_Goto,0
F30_SubStrFind/A14_F30_O_A08_Bitwise,F38_ReverseWords/A04_F38_S_BackScan,0
F22_InsertionSort/A08_F22_O_A01_CFP,F22_InsertionSort/A21_F22_O_A06_IncrConfusion,1
F30_SubStrFind/A05_F30_S_Recursive,F30_SubStrFind/A11_F30_O_A02_Goto,1
F04_Fibonacci/A10_F04_O_A02_TernaryRecursive,F04_Fibonacci/A18_F04_O_A01_ArrayPointerLogic,1
F25_ArrayAverage/A05_F25_S_Unrolled,F01_Sum/A17_F01_O_A16_Nested,0
F25_ArrayAverage/A10_F25_O_A01_MathLogic,F25_ArrayAverage/A16_F25_O_A06_WhileTrue,1
F27_StrCmp/A16_F27_O_A08_FlatMachine,F27_StrCmp/A17_F27_O_A01_Macro,1
F36_CaseToggle/A02_F36_S_BitwiseXor,F48_RLEEncode/A16_F48_O_A02_StackSim,0
F32_StrCompress/A04_F32_S_BufferWrite,F32_StrCompress/A11_F32_O_A02_Goto,1
F01_Sum/A08_F01_O_A07_Bitshift,F01_Sum/A14_F01_O_A13_Inlined,1
F46_Base64Encode/A12_F46_O_A06_BitwiseSwap,F10_Log2/A19_F10_O_A01_WhileTrue,0
F29_AnagramCheck/A07_F29_S_DualPointer,F29_AnagramCheck/A18_F29_O_A05_LongLongWidth,1
F30_SubStrFind/A06_F30_S_LibraryWrapper,F30_SubStrFind/A19_F30_O_A01_LongLongAlign,1
F21_ShellSort/A14_F21_O_A01_Redundant,F21_ShellSort/A20_F21_O_A06_BitLogic,1
F25_ArrayAverage/A03_F25_S_PointerArithmetic,F25_ArrayAverage/A14_F25_O_A01_DummyLoop,1
F14_ArrayReverse/A15_F14_O_A01_Struct,F14_ArrayReverse/A17_F14_O_A03_Inline,1
F44_ByteSwap/A19_F44_S_DuoPointer,F14_ArrayReverse/A11_F14_O_A02_Opaque,0
F04_Fibonacci/A10_F04_O_A02_TernaryRecursive,F04_Fibonacci/A20_F04_O_A04_HybridTableLookup,1
F33_LCP/A19_F33_O_A02_Reduction,F14_ArrayReverse/A13_F14_O_A01_VarSplit,0
F24_ArraySum/A10_F24_O_A03_Ternary,F13_QuickSort/A18_F13_O_A02_WhileTrue,0
F12_BubbleSort/A05_F12_O_A04_TernarySwap,F13_QuickSort/A08_F13_O_A01_CFP,0
F33_LCP/A07_F33_O_A01_Goto,F14_ArrayReverse/A05_F14_S_XorSwap,0
F03_Factorial/A05_F03_O_A04_Opaque,F03_Factorial/A19_F03_O_A18_BitAdd,1
F03_Factorial/A06_F03_S_TailRecursive,F03_Factorial/A09_F03_O_A08_ArrayAccess,1
F32_StrCompress/A15_F32_O_A07_WhileTrue,F44_ByteSwap/A21_F44_S_Shift_Accumulate,0
F30_SubStrFind/A21_F30_O_A08_DoubleCheck,F39_TitleCase/A02_F39_S_PtrArith,0
F10_Log2/A01_F10_S_ShiftCount,F10_Log2/A11_F10_O_A01_MathIdent,1
F03_Factorial/A12_F03_S_GammaApprox,F03_Factorial/A14_F03_S_Decrement,1
F10_Log2/A21_F10_O_A01_Bitfield,F25_ArrayAverage/A14_F25_O_A01_DummyLoop,0
F42_HammingDistance/A09_F42_O_A03_Opaque,F43_IsPowerOfTwo/A07_F43_S_Builtin,0
F27_StrCmp/A06_F27_S_WaitPass,F27_StrCmp/A17_F27_O_A01_Macro,1
F31_WordCount/A12_F31_O_A01_VarSplit,F31_WordCount/A14_F31_O_A01_FakeLoop,1
F28_IsPalindrome/A17_F28_O_A04_RedundantLogic,F28_IsPalindrome/A21_F28_O_A03_CommaOp,1
F17_ArrayRotate/A01_F17_S_Reversal,F17_ArrayRotate/A04_F17_S_StepByStep,1
F05_Sqrt/A14_F05_S_Recursive,F40_HexToInt/A09_F40_O_A02_Opaque,0
F36_CaseToggle/A16_F36_O_A03_PointerMap,F34_CharFrequency/A14_F34_O_A03_TernaryRec,0
F22_InsertionSort/A11_F22_O_A01_Bitwise,F40_HexToInt/A05_F40_S_PtrMath,0
F44_ByteSwap/A09_F44_S_Stack_Buffer,F43_IsPowerOfTwo/A04_F43_S_MathLog,0
F34_CharFrequency/A07_F34_S_DivideConquer,F21_ShellSort/A18_F21_O_A04_DoublePtr,0
F01_Sum/A03_F01_O_A01_Goto,F49_CaesarCipher/A07_F49_O_A01_ControlFlattening,0
F24_ArraySum/A13_F24_O_A01_LogicWrap,F17_ArrayRotate/A10_F17_O_A04_Goto,0
F12_BubbleSort/A01_F12_S_StandardIterative,F17_ArrayRotate/A21_F17_O_A01_Recursion,0
F34_CharFrequency/A04_F34_S_MemchrJump,F34_CharFrequency/A17_F34_O_A01_DoubleLoop,1
F32_StrCompress/A08_F32_S_LibraryPointer,F31_WordCount/A10_F31_O_A03_Opaque,0
F25_ArrayAverage/A04_F25_S_Recursive,F25_ArrayAverage/A06_F25_S_Backwards,1
F25_ArrayAverage/A01_F25_S_ClassicDouble,F34_CharFrequency/A04_F34_S_MemchrJump,0
F21_ShellSort/A05_F21_S_Pointer,F21_ShellSort/A12_F21_O_A01_VarSplit,1
F20_SelectionSort/A02_F20_S_PointerArithmetic,F20_SelectionSort/A06_F20_S_InvertedLoop,1
F17_ArrayRotate/A10_F17_O_A04_Goto,F21_ShellSort/A06_F21_S_XorSwapInsertion,0
F11_BinarySearch/A17_F11_O_A08_Long,F50_IntToRoman/A13_F50_S_Switch_Case_Tiered,0
F32_StrCompress/A21_F32_O_A01_LongLong,F34_CharFrequency/A09_F34_O_A01_Flattening,0
F24_ArraySum/A11_F24_O_A01_DoubleNeg,F37_TrimSpace/A14_F37_O_A02_StaticBuf,0
F12_BubbleSort/A13_F12_O_A12_IndirectCmp,F13_QuickSort/A02_F13_S_HoarePartition,0
F47_XorCipher/A20_F47_O_A01_WhileTrue,F48_RLEEncode/A15_F48_O_A04_DummyLoop,0
F49_CaesarCipher/A08_F49_O_A02_GotoChain,F48_RLEEncode/A19_F48_O_A01_IncrConfusion,0
F36_CaseToggle/A18_F36_O_A08_StateFlag,F01_Sum/A02_F01_O_A01_Flat,0
F11_BinarySearch/A13_F11_O_A01_VarSplit,F01_Sum/A10_F01_S_While,0
F33_LCP/A15_F33_O_A05_PointerOffset,F33_LCP/A19_F33_O_A02_Reduction,1
F26_StrLen/A16_F26_O_A01_LogicExpand,F32_StrCompress/A04_F32_S_BufferWrite,0
F10_Log2/A18_F10_O_A06_JumpTable,F33_LCP/A18_F33_O_A03_JumpTable,0
F19_RemoveDuplicates/A05_F19_S_InPlaceDelete,F21_ShellSort/A04_F21_S_TripleLoop,0
F19_RemoveDuplicates/A14_F19_O_A01_MathIdent,F19_RemoveDuplicates/A18_F19_O_A03_DummyLoop,1
F20_SelectionSort/A19_F20_O_A01_JumpTable,F32_StrCompress/A18_F32_O_A03_TailRec,0
F30_SubStrFind/A03_F30_S_RollingHash,F30_SubStrFind/A20_F30_O_A07_WhileTrue,1
F11_BinarySearch/A02_F11_S_Recursive,F11_BinarySearch/A12_F11_O_A01_Bitshift,1
F25_ArrayAverage/A05_F25_S_Unrolled,F25_ArrayAverage/A19_F25_O_A01_JumpTable,1
F26_StrLen/A13_F26_O_A01_Struct,F22_InsertionSort/A20_F22_O_A02_VarSplit,0
F36_CaseToggle/A21_F36_O_A01_PtrCast,F03_Factorial/A01_F03_S_Iterative,0
F46_Base64Encode/A05_F46_S_LookupTable,F46_Base64Encode/A13_F46_O_A03_PointerObf,1
F10_Log2/A11_F10_O_A01_MathIdent,F10_Log2/A19_F10_O_A01_WhileTrue,1
F13_QuickSort/A15_F13_O_A01_OpaquePredicate,F37_TrimSpace/A08_F37_S_BitMaskValidation,0
F26_StrLen/A02_F26_O_A01_Flat,F48_RLEEncode/A02_F48_S_Recursive,0
F14_ArrayReverse/A03_F14_S_Midpoint,F14_ArrayReverse/A13_F14_O_A01_VarSplit,1
F37_TrimSpace/A10_F37_O_A01_Opaque,F37_TrimSpace/A20_F37_O_A01_WhileTrue,1
F30_SubStrFind/A01_F30_S_NaiveIter,F30_SubStrFind/A11_F30_O_A02_Goto,1
F11_BinarySearch/A03_F11_S_Deferred,F42_HammingDistance/A06_F42_S_SWAR,0
F19_RemoveDuplicates/A04_F19_S_PointerScan,F19_RemoveDuplicates/A09_F19_O_A05_Ternary,1
F17_ArrayRotate/A08_F17_S_BinarySplit,F25_ArrayAverage/A03_F25_S_PointerArithmetic,0
F19_RemoveDuplicates/A08_F19_O_A01_CFP,F23_LinearSearch/A15_F23_O_A01_Unroll,0
F48_RLEEncode/A07_F48_O_A01_Goto,F48_RLEEncode/A12_F48_O_A01_DoubleNegation,1
F20_SelectionSort/A05_F20_S_ValueSwapLogic,F20_SelectionSort/A14_F20_O_A05_DummyLoop,1
F25_ArrayAverage/A04_F25_S_Recursive,F25_ArrayAverage/A13_F25_O_A01_Ternary,1
F36_CaseToggle/A07_F36_S_MaskAndValidation,F01_Sum/A15_F01_O_A13_SplitVar,0
F31_WordCount/A03_F31_S_Lookahead,F31_WordCount/A16_F31_O_A04_Redundant,1
F27_StrCmp/A19_F27_O_A02_IndexStep,F17_ArrayRotate/A08_F17_S_BinarySplit,0
F22_InsertionSort/A20_F22_O_A02_VarSplit,F44_ByteSwap/A19_F44_S_DuoPointer,0
F24_ArraySum/A02_F24_S_PointerArithmetic,F24_ArraySum/A16_F24_O_A01_Opaque,1
F25_ArrayAverage/A06_F25_S_Backwards,F43_IsPowerOfTwo/A13_F43_O_A06_InstrReplace,0
F50_IntToRoman/A08_F50_O_A02_VariableSplit,F48_RLEEncode/A06_F48_S_MemmoveStyle,0
F20_SelectionSort/A02_F20_S_PointerArithmetic,F20_SelectionSort/A15_F20_O_A01_Unroll,1
F44_ByteSwap/A05_F44_S_Divide_Conquer,F49_CaesarCipher/A11_F49_O_A01_VarSplitting,0
F30_SubStrFind/A06_F30_S_LibraryWrapper,F30_SubStrFind/A15_F30_O_A01_LoopUnroll,1
F31_WordCount/A10_F31_O_A03_Opaque,F31_WordCount/A19_F31_O_A03_Ternary,1
F26_StrLen/A06_F26_S_Block4,F50_IntToRoman/A10_F50_O_A01_OpaquePredicates,0
F01_Sum/A06_F01_O_A04_Ternary,F01_Sum/A11_F01_O_A10_Redundant,1
F43_IsPowerOfTwo/A05_F43_S_Recursive,F43_IsPowerOfTwo/A14_F43_O_A03_Arithmetic,1
F10_Log2/A04_F10_S_BinarySearch,F38_ReverseWords/A03_F38_S_StackSim,0
F12_BubbleSort/A15_F12_O_A14_BitAdd,F46_Base64Encode/A01_F46_S_BitShift,0
F05_Sqrt/A12_F05_S_OddSubtraction,F05_Sqrt/A16_F05_S_TableLookup,1
F12_BubbleSort/A11_F12_O_A10_Pointer,F17_ArrayRotate/A16_F17_O_A07_Flat,0
F30_SubStrFind/A04_F30_S_ReverseSearch,F30_SubStrFind/A09_F30_O_A01_Flattening,1
F28_IsPalindrome/A05_F28_S_BitwiseXor,F28_IsPalindrome/A19_F28_O_A01_WhileTrueSplit,1
F38_ReverseWords/A08_F38_O_A04_Flattening,F38_ReverseWords/A19_F38_O_A01_StepMod,1
F10_Log2/A04_F10_S_BinarySearch,F17_ArrayRotate/A13_F17_O_A06_VarSplit,0
F45_GrayCode/A02_F45_S_Loop,F45_GrayCode/A08_F45_O_A01_Flattening,1
F48_RLEEncode/A13_F48_O_A06_TernaryChain,F48_RLEEncode/A17_F48_O_A05_Bitwise,1
F26_StrLen/A13_F26_O_A01_Struct,F42_HammingDistance/A05_F42_S_Recursive,0
F27_StrCmp/A05_F27_S_Bitwise,F32_StrCompress/A07_F32_S_Sentinel,0
F22_InsertionSort/A20_F22_O_A02_VarSplit,F34_CharFrequency/A07_F34_S_DivideConquer,0
F17_ArrayRotate/A06_F17_S_FullCopy,F49_CaesarCipher/A03_F49_S_Recursive,0
F11_BinarySearch/A10_F11_O_A02_Goto,F11_BinarySearch/A12_F11_O_A01_Bitshift,1
F39_TitleCase/A01_F39_S_StateMachine,F36_CaseToggle/A14_F36_O_A05_TernaryRec,0
F26_StrLen/A19_F26_O_A07_DoubleGoto,F29_AnagramCheck/A11_F29_O_A05_Goto,0
F30_SubStrFind/A03_F30_S_RollingHash,F30_SubStrFind/A18_F30_O_A05_TernaryRec,1
F43_IsPowerOfTwo/A20_F43_O_A03_StepSplit,F33_LCP/A21_F33_O_A04_LogicTernary,0
F34_CharFrequency/A12_F34_O_A01_VarSplit,F34_CharFrequency/A20_F34_O_A04_WhileTrue,1
F13_QuickSort/A06_F13_S_PointerSwap,F13_QuickSort/A17_F13_O_A01_DummyLoop,1
F40_HexToInt/A19_F40_O_A02_StepObf,F40_HexToInt/A20_F40_O_A05_MathNoise,1
F22_InsertionSort/A01_F22_S_StandardBackwards,F22_InsertionSort/A03_F22_S_Recursive,1
F03_Factorial/A07_F03_O_A06_ManualTail,F28_IsPalindrome/A14_F28_O_A01_IncrementConfusion,0
F31_WordCount/A15_F31_O_A08_PtrWrap,F21_ShellSort/A19_F21_O_A01_Unroll,0
F36_CaseToggle/A05_F36_S_Recursive,F36_CaseToggle/A07_F36_S_MaskAndValidation,1
F37_TrimSpace/A15_F37_O_A01_DoubleLoop,F45_GrayCode/A17_F45_O_A07_Unroll,0
F47_XorCipher/A03_F47_S_Pointer,F47_XorCipher/A18_F47_O_A02_RecursiveFlatten,1
F10_Log2/A16_F10_O_A01_ArithmeticIdent,F44_ByteSwap/A15_F44_S_Byte_Rotation,0
F01_Sum/A10_F01_S_While,F42_HammingDistance/A18_F42_O_A05_FakeLoop,0
F19_RemoveDuplicates/A01_F19_S_DoubleLoop,F48_RLEEncode/A21_F48_O_A05_WhileTrue,0
F22_InsertionSort/A04_F22_S_PointerArithmetic,F47_XorCipher/A10_F47_O_A03_VarSplit,0
F12_BubbleSort/A04_F12_S_Recursive,F42_HammingDistance/A07_F42_S_LUT,0
F04_Fibonacci/A13_F04_O_A05_LoopUnrolling,F04_Fibonacci/A19_F04_O_A01_AlgebraicIdentity,1
F24_ArraySum/A16_F24_O_A01_Opaque,F13_QuickSort/A06_F13_S_PointerSwap,0
F05_Sqrt/A04_F05_S_BinarySearch,F05_Sqrt/A16_F05_S_TableLookup,1
F03_Factorial/A18_F03_S_DoubleLoop,F03_Factorial/A19_F03_O_A18_BitAdd,1
F13_QuickSort/A07_F13_O_A01_Goto,F13_QuickSort/A12_F13_O_A03_LogicWrap,1
F05_Sqrt/A06_F05_S_BitByBit,F45_GrayCode/A04_F45_S_Math,0
F20_SelectionSort/A04_F20_S_DualSelection,F19_RemoveDuplicates/A06_F19_S_FlagMap,0
F47_XorCipher/A03_F47_S_Pointer,F47_XorCipher/A10_F47_O_A03_VarSplit,1
F34_CharFrequency/A08_F34_S_SwitchLogic,F38_ReverseWords/A16_F38_O_A05_DeadLoop,0
F27_StrCmp/A03_F27_S_Recursive,F27_StrCmp/A13_F27_O_A01_DoublePtr,1
F25_ArrayAverage/A19_F25_O_A01_JumpTable,F28_IsPalindrome/A03_F28_S_ReverseCompare,0
F46_Base64Encode/A04_F46_S_ByteByByte,F45_GrayCode/A01_F45_S_Classic,0
F13_QuickSort/A09_F13_O_A03_Ternary,F13_QuickSort/A20_F13_O_A01_JumpTable,1
F38_ReverseWords/A03_F38_S_StackSim,F38_ReverseWords/A21_F38_O_A05_ManualCopy,1
F31_WordCount/A06_F31_S_Sscanf,F31_WordCount/A11_F31_O_A04_Goto,1
F50_IntToRoman/A03_F50_S_Recursive_Decomposition,F50_IntToRoman/A17_F50_S_Duo_Array_Index,1
F23_LinearSearch/A02_F23_S_Recursive,F23_LinearSearch/A11_F23_O_A03_LogicWrap,1
F32_StrCompress/A10_F32_O_A01_Opaque,F25_ArrayAverage/A02_F25_S_IncrementalMean,0
F40_HexToInt/A20_F40_O_A05_MathNoise,F25_ArrayAverage/A18_F25_O_A01_PtrOffset,0
F28_IsPalindrome/A06_F28_S_PointerArithmetic,F28_IsPalindrome/A12_F28_O_A05_InstructionSub,1
F22_InsertionSort/A07_F22_O_A01_Goto,F22_InsertionSort/A12_F22_O_A01_Ternary,1
F30_SubStrFind/A04_F30_S_ReverseSearch,F30_SubStrFind/A13_F30_O_A03_Redundant,1
F29_AnagramCheck/A05_F29_S_BitwiseXorSum,F29_AnagramCheck/A18_F29_O_A05_LongLongWidth,1
F03_Factorial/A04_F03_S_Recursive,F03_Factorial/A15_F03_O_A14_Ternary,1
F19_RemoveDuplicates/A16_F19_O_A06_Opaque,F03_Factorial/A18_F03_S_DoubleLoop,0
F05_Sqrt/A07_F05_O_A06_Bitwise,F11_BinarySearch/A19_F11_O_A03_Struct,0
F43_IsPowerOfTwo/A05_F43_S_Recursive,F43_IsPowerOfTwo/A12_F43_O_A01_VarSplit,1
F24_ArraySum/A03_F24_S_RecursiveSimple,F24_ArraySum/A06_F24_S_BackwardsWhile,1
F23_LinearSearch/A03_F23_S_Sentinel,F23_LinearSearch/A16_F23_O_A03_DuffDevice,1
F05_Sqrt/A12_F05_S_OddSubtraction,F40_HexToInt/A10_F40_O_A01_Goto,0
F34_CharFrequency/A06_F34_S_LookupTable,F03_Factorial/A04_F03_S_Recursive,0
F24_ArraySum/A02_F24_S_PointerArithmetic,F24_ArraySum/A20_F24_O_A02_IncrConfusion,1
F22_InsertionSort/A05_F22_S_ForLoopShift,F14_ArrayReverse/A20_F14_O_A01_Macro,0
F17_ArrayRotate/A09_F17_O_A01_Flattening,F17_ArrayRotate/A14_F17_O_A01_Dummy,1
F38_ReverseWords/A05_F38_S_PointerWalk,F38_ReverseWords/A21_F38_O_A05_ManualCopy,1
F42_HammingDistance/A04_F42_S_Builtin,F33_LCP/A04_F33_S_BinarySearch,0
F17_ArrayRotate/A04_F17_S_StepByStep,F17_ArrayRotate/A21_F17_O_A01_Recursion,1
F23_LinearSearch/A01_F23_S_BasicIter,F23_LinearSearch/A09_F23_O_A02_TernaryRec,1
F24_ArraySum/A08_F24_O_A01_CFP,F32_StrCompress/A07_F32_S_Sentinel,0
F04_Fibonacci/A14_F04_O_A01_VariableSplitting,F21_ShellSort/A03_F21_S_HibbardGap,0
F25_ArrayAverage/A10_F25_O_A01_MathLogic,F44_ByteSwap/A18_F44_O_A17_Unrolled_Loop,0
F24_ArraySum/A03_F24_S_RecursiveSimple,F49_CaesarCipher/A16_F49_O_A02_DeadCodeInjection,0
F01_Sum/A21_F01_O_A20_Encrypted,F14_ArrayReverse/A01_F14_S_TwoPointer,0
F10_Log2/A20_F10_O_A02_IncDec,F30_SubStrFind/A17_F30_O_A06_StaticRef,0
